case_id,case_name,case_type,region,period_start,period_end,time_window_years,phase_label,collapse_outcome,collapse_within_next_window,political_fragmentation,elite_conflict,succession_crisis,legitimacy_crisis,administrative_overload,corruption_governance_failure,social_inequality,social_unrest_rebellion,demographic_pressure,migration_pressure,ethnic_sectarian_fragmentation,urban_decline,fiscal_crisis,taxation_extraction_pressure,trade_disruption,inflation_currency_instability,resource_dependency,agricultural_decline,drought_climate_stress,flood_environmental_shock,temperature_anomaly,ecological_degradation,food_insecurity,external_invasion_pressure,civil_war_internal_conflict,military_overstretch,territorial_loss,institutional_rigidity,adaptive_capacity,logistics_food_storage_resilience,alliance_network_strength,recovery_capacity,data_confidence,source_count,notes
byzantine_1125_1150,Byzantine Decline,premodern,Eastern Mediterranean,1125,1150,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byzantine_1150_1175,Byzantine Decline,premodern,Eastern Mediterranean,1150,1175,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byzantine_1175_1200,Byzantine Decline,premodern,Eastern Mediterranean,1175,1200,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byzantine_1200_1225,Byzantine Decline,premodern,Eastern Mediterranean,1200,1225,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byzantine_1225_1250,Byzantine Decline,premodern,Eastern Mediterranean,1225,1250,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byzantine_1250_1275,Byzantine Decline,premodern,Eastern Mediterranean,1250,1275,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byzantine_1275_1300,Byzantine Decline,premodern,Eastern Mediterranean,1275,1300,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byzantine_1300_1325,Byzantine Decline,premodern,Eastern Mediterranean,1300,1325,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byzantine_1325_1350,Byzantine Decline,premodern,Eastern Mediterranean,1325,1350,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byzantine_1350_1375,Byzantine Decline,premodern,Eastern Mediterranean,1350,1375,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byzantine_1375_1400,Byzantine Decline,premodern,Eastern Mediterranean,1375,1400,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byzantine_1400_1425,Byzantine Decline,premodern,Eastern Mediterranean,1400,1425,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byzantine_1425_1450,Byzantine Decline,premodern,Eastern Mediterranean,1425,1450,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byzantine_1450_1453,Byzantine Decline,premodern,Eastern Mediterranean,1450,1453,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sassanian_500_525,Sassanian Empire,ancient,Middle East,500,525,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sassanian_525_550,Sassanian Empire,ancient,Middle East,525,550,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sassanian_550_575,Sassanian Empire,ancient,Middle East,550,575,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sassanian_575_600,Sassanian Empire,ancient,Middle East,575,600,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sassanian_600_625,Sassanian Empire,ancient,Middle East,600,625,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sassanian_625_650,Sassanian Empire,ancient,Middle East,625,650,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sassanian_650_651,Sassanian Empire,ancient,Middle East,650,651,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
easter_island_1200_1225,Easter Island,premodern,Pacific,1200,1225,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
easter_island_1225_1250,Easter Island,premodern,Pacific,1225,1250,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
easter_island_1250_1275,Easter Island,premodern,Pacific,1250,1275,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
easter_island_1275_1300,Easter Island,premodern,Pacific,1275,1300,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
easter_island_1300_1325,Easter Island,premodern,Pacific,1300,1325,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
easter_island_1325_1350,Easter Island,premodern,Pacific,1325,1350,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
easter_island_1350_1375,Easter Island,premodern,Pacific,1350,1375,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
easter_island_1375_1400,Easter Island,premodern,Pacific,1375,1400,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
easter_island_1400_1425,Easter Island,premodern,Pacific,1400,1425,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
easter_island_1425_1450,Easter Island,premodern,Pacific,1425,1450,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
easter_island_1450_1475,Easter Island,premodern,Pacific,1450,1475,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
easter_island_1475_1500,Easter Island,premodern,Pacific,1475,1500,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
easter_island_1500_1525,Easter Island,premodern,Pacific,1500,1525,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
easter_island_1525_1550,Easter Island,premodern,Pacific,1525,1550,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
easter_island_1550_1575,Easter Island,premodern,Pacific,1550,1575,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
easter_island_1575_1600,Easter Island,premodern,Pacific,1575,1600,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
easter_island_1600_1625,Easter Island,premodern,Pacific,1600,1625,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
easter_island_1625_1650,Easter Island,premodern,Pacific,1625,1650,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
easter_island_1650_1675,Easter Island,premodern,Pacific,1650,1675,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
easter_island_1675_1700,Easter Island,premodern,Pacific,1675,1700,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mesopotamian_-2100_-2075,Classic Mesopotamian States,ancient,Mesopotamia,-2100,-2075,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mesopotamian_-2075_-2050,Classic Mesopotamian States,ancient,Mesopotamia,-2075,-2050,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mesopotamian_-2050_-2025,Classic Mesopotamian States,ancient,Mesopotamia,-2050,-2025,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mesopotamian_-2025_-2000,Classic Mesopotamian States,ancient,Mesopotamia,-2025,-2000,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mesopotamian_-2000_-1975,Classic Mesopotamian States,ancient,Mesopotamia,-2000,-1975,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mesopotamian_-1975_-1950,Classic Mesopotamian States,ancient,Mesopotamia,-1975,-1950,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mesopotamian_-1950_-1925,Classic Mesopotamian States,ancient,Mesopotamia,-1950,-1925,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mesopotamian_-1925_-1900,Classic Mesopotamian States,ancient,Mesopotamia,-1925,-1900,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mesopotamian_-1900_-1875,Classic Mesopotamian States,ancient,Mesopotamia,-1900,-1875,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mesopotamian_-1875_-1850,Classic Mesopotamian States,ancient,Mesopotamia,-1875,-1850,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mesopotamian_-1850_-1825,Classic Mesopotamian States,ancient,Mesopotamia,-1850,-1825,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mesopotamian_-1825_-1800,Classic Mesopotamian States,ancient,Mesopotamia,-1825,-1800,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mesopotamian_-1800_-1775,Classic Mesopotamian States,ancient,Mesopotamia,-1800,-1775,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mesopotamian_-1775_-1750,Classic Mesopotamian States,ancient,Mesopotamia,-1775,-1750,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mesopotamian_-1750_-1725,Classic Mesopotamian States,ancient,Mesopotamia,-1750,-1725,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mesopotamian_-1725_-1700,Classic Mesopotamian States,ancient,Mesopotamia,-1725,-1700,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mesopotamian_-1700_-1675,Classic Mesopotamian States,ancient,Mesopotamia,-1700,-1675,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mesopotamian_-1675_-1650,Classic Mesopotamian States,ancient,Mesopotamia,-1675,-1650,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mesopotamian_-1650_-1625,Classic Mesopotamian States,ancient,Mesopotamia,-1650,-1625,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mesopotamian_-1625_-1600,Classic Mesopotamian States,ancient,Mesopotamia,-1625,-1600,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ming_qing_1550_1575,Ming/Qing Transition,premodern,East Asia,1550,1575,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ming_qing_1575_1600,Ming/Qing Transition,premodern,East Asia,1575,1600,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ming_qing_1600_1625,Ming/Qing Transition,premodern,East Asia,1600,1625,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ming_qing_1625_1650,Ming/Qing Transition,premodern,East Asia,1625,1650,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ming_qing_1650_1675,Ming/Qing Transition,premodern,East Asia,1650,1675,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ming_qing_1675_1700,Ming/Qing Transition,premodern,East Asia,1675,1700,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aztec_1400_1425,Aztec Empire,premodern,Mesoamerica,1400,1425,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aztec_1425_1450,Aztec Empire,premodern,Mesoamerica,1425,1450,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aztec_1450_1475,Aztec Empire,premodern,Mesoamerica,1450,1475,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aztec_1475_1500,Aztec Empire,premodern,Mesoamerica,1475,1500,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aztec_1500_1525,Aztec Empire,premodern,Mesoamerica,1500,1525,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inca_1400_1425,Inca Empire,premodern,Andes,1400,1425,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inca_1425_1450,Inca Empire,premodern,Andes,1425,1450,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inca_1450_1475,Inca Empire,premodern,Andes,1450,1475,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inca_1475_1500,Inca Empire,premodern,Andes,1475,1500,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inca_1500_1525,Inca Empire,premodern,Andes,1500,1525,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inca_1525_1550,Inca Empire,premodern,Andes,1525,1550,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inca_1550_1575,Inca Empire,premodern,Andes,1550,1575,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ussr_1950_1960,Soviet Union,modern,Eurasia,1950,1960,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ussr_1960_1970,Soviet Union,modern,Eurasia,1960,1970,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ussr_1970_1980,Soviet Union,modern,Eurasia,1970,1980,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ussr_1980_1990,Soviet Union,modern,Eurasia,1980,1990,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ussr_1990_1991,Soviet Union,modern,Eurasia,1990,1991,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yugoslavia_1945_1955,Yugoslavia,modern,Balkans,1945,1955,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yugoslavia_1955_1965,Yugoslavia,modern,Balkans,1955,1965,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yugoslavia_1965_1975,Yugoslavia,modern,Balkans,1965,1975,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yugoslavia_1975_1985,Yugoslavia,modern,Balkans,1975,1985,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yugoslavia_1985_1995,Yugoslavia,modern,Balkans,1985,1995,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yugoslavia_1995_2000,Yugoslavia,modern,Balkans,1995,2000,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
